"Driver.ID","Vehicle.ID","Vehicle.Model.Year"
16885,48,2006
16887,61,2006
17072,23,2006
17370,64,2006
17451,56,2006
17827,79,2006
17936,76,2006
18270,6,2006
18997,44,2006
19211,77,2006
19431,36,2006
20020,80,2006
20094,5,2006
21135,11,2006
21795,13,2006
22962,36,2006
23796,59,2006
23832,72,2006
23941,71,2006
24488,80,2006
24594,72,2006
25800,75,2006
25951,46,2006
26522,58,2006
26802,43,2006
26857,69,2006
27004,41,2006
27805,44,2006
27830,1,2006
28462,70,2006
28917,44,2006
29565,42,2006
29834,61,2006
30537,46,2006
31026,51,2006
31070,78,2006
31399,65,2006
31504,56,2006
32095,69,2006
32491,66,2006
32888,43,2006
32903,57,2006
32929,85,2006
4348,76,2006
4474,20,2006
16656,65,2006
19901,17,2006
24049,3,2006
29532,56,2006
4686,72,2006
5983,46,2006
6611,2,2006
6691,58,2006
8044,2,2006
10058,34,2006
10634,11,2006
11806,84,2006
13128,77,2006
14365,40,2006
17972,41,2006
18786,66,2006
18801,79,2006
20904,80,2006
21112,55,2006
22457,67,2006
23126,11,2006
23947,42,2006
26824,41,2006
27755,53,2006
30220,70,2006
31553,68,2006
31582,18,2006
31790,62,2006
32982,24,2006
3342,22,2006
4054,29,2006
5373,73,2006
5421,20,2006
6099,75,2006
6248,79,2006
8174,49,2006
8852,68,2006
9059,27,2006
9075,40,2006
9895,83,2006
9987,17,2006
10531,47,2006
10576,50,2006
10827,49,2006
11113,43,2006
11830,17,2006
13012,6,2006
13072,10,2006
13177,31,2006
13214,72,2006
13845,51,2006
14337,39,2006
14614,40,2006
14907,57,2006
15191,71,2006
16585,3,2006
16673,52,2006
17086,82,2006
17181,22,2006
17764,65,2006
18261,85,2006
18395,68,2006
19600,66,2006
19726,44,2006
20123,47,2006
21057,53,2006
21228,79,2006
21788,84,2006
21934,35,2006
22318,27,2006
22567,9,2006
23209,72,2006
23614,60,2006
23970,67,2006
23975,59,2006
25008,72,2006
25467,26,2006
25657,68,2006
26080,68,2006
27388,79,2006
27764,62,2006
27836,78,2006
28155,78,2006
28173,85,2006
28465,85,2006
29172,9,2006
30275,87,2006
30456,60,2006
30947,32,2006
31112,77,2006
31309,48,2006
32254,25,2006
32986,80,2006
7340,61,2006
9723,79,2006
16052,44,2006
4076,26,2006
4650,73,2006
6179,31,2006
6772,64,2006
7333,12,2006
7637,50,2006
8525,52,2006
8662,62,2006
10750,32,2006
16658,81,2006
17712,38,2006
17838,55,2006
20027,81,2006
20851,51,2006
22680,64,2006
23594,53,2006
24277,69,2006
26192,60,2006
3426,86,2006
3556,23,2006
4539,63,2006
4627,77,2006
5665,46,2006
6322,84,2006
7023,37,2006
7247,59,2006
7608,77,2006
8451,54,2006
9065,47,2006
9271,78,2006
9807,61,2006
9888,59,2006
9967,35,2006
11990,34,2006
12279,63,2006
12738,60,2006
14544,63,2006
14548,8,2006
14988,79,2006
15117,28,2006
15522,87,2006
16039,57,2006
16121,66,2006
16847,30,2006
17018,82,2006
17793,53,2006
18300,37,2006
19240,49,2006
19414,39,2006
20133,81,2006
20282,54,2006
20303,65,2006
21159,67,2006
21253,79,2006
21371,38,2006
21508,31,2006
21847,69,2006
22246,40,2006
22407,7,2006
22477,33,2006
23616,47,2006
23838,43,2006
23920,84,2006
24176,39,2006
24185,31,2006
24434,49,2006
25012,16,2006
25487,68,2006
26078,60,2006
26734,46,2006
26739,59,2006
27891,62,2006
28189,67,2006
28885,16,2006
29191,32,2006
29482,79,2006
29607,59,2006
29665,74,2006
30747,80,2006
31153,36,2006
31181,84,2006
31479,59,2006
31951,63,2006
32545,82,2006
32893,38,2006
32911,33,2006
22653,65,2006
3203,30,2006
3668,81,2006
3935,69,2006
5982,69,2006
6162,1,2006
7684,49,2006
7826,83,2006
7932,48,2006
9142,34,2006
10588,76,2006
11439,70,2006
13628,39,2006
16022,74,2006
17834,81,2006
19697,30,2006
21997,44,2006
22085,37,2006
22170,61,2006
24066,65,2006
28364,60,2006
32641,28,2006
32696,49,2006
3490,68,2006
4621,65,2006
4766,54,2006
5851,8,2006
6121,59,2006
7938,46,2006
8111,48,2006
8324,31,2006
11429,58,2006
11687,72,2006
11720,84,2006
12027,14,2006
12339,87,2006
13083,65,2006
13646,75,2006
13670,67,2006
13790,65,2006
14620,62,2006
14739,40,2006
15041,54,2006
15244,77,2006
15602,72,2006
15908,78,2006
16026,2,2006
16413,65,2006
16961,51,2006
17098,29,2006
18355,79,2006
19419,56,2006
19625,48,2006
21252,37,2006
21392,85,2006
21455,50,2006
21804,28,2006
22441,57,2006
22609,6,2006
23005,55,2006
23124,38,2006
23398,4,2006
23434,14,2006
23582,36,2006
23934,21,2006
25010,61,2006
25308,81,2006
26330,56,2006
26429,40,2006
26507,41,2006
26648,59,2006
26678,72,2006
26825,81,2006
27319,71,2006
28067,69,2006
28167,30,2006
28280,46,2006
29185,73,2006
29790,40,2006
30023,23,2006
30226,79,2006
31124,79,2006
31982,49,2006
32303,54,2006
32876,65,2006
30632,59,2006
3380,78,2006
3581,78,2006
4872,70,2006
5514,85,2006
7198,78,2006
7470,31,2006
7705,62,2006
9569,63,2006
11648,48,2006
11929,72,2006
12232,62,2006
13590,69,2006
14042,81,2006
21396,78,2006
22048,26,2006
27582,38,2006
29131,60,2006
32266,78,2006
32310,75,2006
32397,8,2006
3378,54,2006
5204,40,2006
5683,83,2006
5911,22,2006
5930,64,2006
6061,35,2006
6536,25,2006
6537,22,2006
6786,43,2006
7092,82,2006
7434,36,2006
7435,81,2006
7657,63,2006
7848,75,2006
8249,49,2006
8870,50,2006
9364,84,2006
9375,39,2006
9948,27,2006
10396,46,2006
10478,62,2006
10941,82,2006
11621,29,2006
11825,67,2006
12145,56,2006
13137,20,2006
13333,85,2006
13338,46,2006
15742,78,2006
16480,78,2006
17034,85,2006
17443,64,2006
17785,33,2006
18222,76,2006
18532,61,2006
18564,59,2006
18578,38,2006
18796,22,2006
19517,76,2006
19744,53,2006
20186,46,2006
20756,6,2006
21514,70,2006
21951,37,2006
22647,78,2006
23396,4,2006
23937,86,2006
23983,51,2006
24190,49,2006
24227,59,2006
24507,65,2006
24536,78,2006
24786,83,2006
25106,31,2006
25170,74,2006
25191,58,2006
26089,38,2006
26240,21,2006
26388,71,2006
26409,48,2006
26561,76,2006
28510,51,2006
29065,18,2006
29098,87,2006
29496,62,2006
29615,33,2006
30195,49,2006
30667,54,2006
30776,33,2006
30790,80,2006
30875,51,2006
30906,46,2006
31190,72,2006
31310,82,2006
31510,53,2006
32251,82,2006
32375,36,2006
32612,51,2006
32824,77,2006
32842,56,2006
13972,64,2006
3875,59,2006
7204,57,2006
7516,62,2006
8029,85,2006
8411,77,2006
9258,48,2006
9346,51,2006
11142,74,2006
12394,69,2006
12543,61,2006
12746,75,2006
16536,87,2006
16870,48,2006
18380,57,2006
20805,62,2006
24978,78,2006
25940,19,2006
27546,84,2006
27652,77,2006
29776,67,2006
30902,55,2006
31397,76,2006
3137,57,2006
3230,72,2006
3975,80,2006
4507,37,2006
5766,85,2006
6223,73,2006
6588,40,2006
7424,46,2006
7520,74,2006
7621,56,2006
7664,31,2006
8703,22,2006
9225,45,2006
10342,52,2006
10436,56,2006
10564,12,2006
10589,50,2006
10864,80,2006
11035,31,2006
11106,75,2006
12259,81,2006
12402,69,2006
13559,16,2006
13610,53,2006
13766,60,2006
15226,71,2006
16220,25,2006
16274,66,2006
16738,85,2006
17306,18,2006
18274,53,2006
19261,84,2006
19746,37,2006
19749,72,2006
19817,33,2006
19916,77,2006
21138,18,2006
21343,68,2006
21716,61,2006
22104,42,2006
22562,71,2006
22787,60,2006
23066,32,2006
23469,43,2006
25248,65,2006
25687,65,2006
26698,57,2006
26858,61,2006
27314,73,2006
27574,64,2006
27708,56,2006
27788,81,2006
27850,69,2006
28288,13,2006
29005,65,2006
30118,63,2006
30131,63,2006
30155,76,2006
30233,54,2006
30787,41,2006
30827,42,2006
30931,75,2006
31987,41,2006
31990,19,2006
32198,78,2006
4833,46,2006
19525,69,2006
16223,54,2006
17189,59,2006
18571,60,2006
21095,77,2006
21327,65,2006
22262,83,2006
22919,82,2006
23015,78,2006
28489,18,2006
31847,68,2006
3071,21,2006
3420,81,2006
3534,42,2006
4257,36,2006
4536,85,2006
4653,43,2006
5130,70,2006
5420,22,2006
5727,75,2006
6109,12,2006
6380,77,2006
6874,51,2006
7770,86,2006
8338,53,2006
8826,80,2006
8989,82,2006
9618,27,2006
9757,72,2006
10379,4,2006
10988,69,2006
11122,55,2006
11649,68,2006
12131,80,2006
12528,61,2006
13451,80,2006
13630,41,2006
13682,6,2006
13781,82,2006
14284,78,2006
14434,24,2006
14962,67,2006
15836,13,2006
16495,80,2006
16845,70,2006
17733,50,2006
17887,72,2006
17908,52,2006
18375,55,2006
18840,77,2006
18917,68,2006
20092,1,2006
21565,71,2006
21725,50,2006
21757,86,2006
22083,41,2006
22152,79,2006
22264,18,2006
22334,87,2006
22840,43,2006
24261,74,2006
24447,84,2006
24884,67,2006
25251,68,2006
25553,70,2006
25700,14,2006
25705,83,2006
26088,48,2006
26271,67,2006
26327,80,2006
26625,71,2006
27647,26,2006
28551,52,2006
28684,4,2006
29219,53,2006
30109,75,2006
30695,60,2006
31059,1,2006
31462,84,2006
31998,12,2006
32219,76,2006
32365,42,2006
32413,76,2006
14746,75,2006
21271,80,2006
32145,80,2006
3087,80,2006
5213,61,2006
7192,32,2006
7933,59,2006
9048,45,2006
13066,69,2006
13221,6,2006
13685,43,2006
14955,86,2006
25109,69,2006
27369,19,2006
32382,43,2006
3353,41,2006
3671,77,2006
3749,71,2006
3919,42,2006
3990,7,2006
4035,84,2006
4353,29,2006
4741,59,2006
4963,66,2006
5644,51,2006
5846,39,2006
6120,85,2006
7220,85,2006
7417,41,2006
7941,76,2006
7950,71,2006
8187,42,2006
8355,64,2006
9082,30,2006
9348,77,2006
9539,44,2006
9556,63,2006
9765,60,2006
10010,24,2006
10019,69,2006
10521,76,2006
10671,38,2006
11591,79,2006
12553,73,2006
13040,34,2006
13714,47,2006
13795,85,2006
14328,74,2006
15225,74,2006
15552,58,2006
15579,59,2006
15731,73,2006
16123,77,2006
16294,58,2006
17272,46,2006
17328,52,2006
17397,38,2006
18565,60,2006
19519,18,2006
19597,59,2006
19802,61,2006
20008,22,2006
20253,55,2006
20289,82,2006
21430,60,2006
21669,59,2006
21906,50,2006
24091,31,2006
24110,21,2006
24245,70,2006
25409,85,2006
25640,70,2006
26107,59,2006
26460,18,2006
27051,45,2006
27397,65,2006
27572,84,2006
27584,21,2006
27986,85,2006
28020,42,2006
28052,82,2006
28547,70,2006
29859,64,2006
29960,22,2006
30174,84,2006
30245,45,2006
30402,79,2006
30613,57,2006
30657,74,2006
30742,76,2006
31050,63,2006
25118,62,2006
32569,49,2006
3511,66,2006
8390,46,2006
8857,34,2006
10254,79,2006
11985,74,2006
12251,11,2006
12641,9,2006
13603,76,2006
13825,48,2006
19876,85,2006
22067,51,2006
23281,39,2006
28615,38,2006
29912,68,2006
31461,83,2006
31642,34,2006
3160,75,2006
3307,69,2006
3965,75,2006
4075,46,2006
5840,22,2006
6190,33,2006
6775,62,2006
7839,72,2006
9067,83,2006
9185,20,2006
9206,51,2006
10079,85,2006
11782,1,2006
11959,45,2006
12100,59,2006
12451,66,2006
12536,50,2006
12652,31,2006
13234,56,2006
14413,85,2006
14687,70,2006
15408,55,2006
15438,77,2006
16007,55,2006
17119,48,2006
17701,13,2006
17928,52,2006
18046,66,2006
18209,64,2006
18472,31,2006
18746,85,2006
19028,28,2006
20376,56,2006
20595,30,2006
20776,26,2006
20902,27,2006
21440,36,2006
21708,40,2006
22480,68,2006
22598,80,2006
22746,85,2006
23028,77,2006
23226,20,2006
23380,33,2006
23550,35,2006
24072,74,2006
24637,43,2006
24702,52,2006
24927,19,2006
24993,63,2006
25346,32,2006
25728,61,2006
25840,83,2006
25921,79,2006
26810,77,2006
27507,74,2006
30055,60,2006
30515,75,2006
31836,74,2006
31920,72,2006
32014,85,2006
32274,31,2006
32717,80,2006
10165,43,2006
32094,33,2006
4842,67,2006
4846,53,2006
6752,12,2006
14408,52,2006
17770,36,2006
17956,62,2006
19008,39,2006
19073,66,2006
20243,76,2006
23535,76,2006
26521,34,2006
26873,12,2006
26917,35,2006
29634,73,2006
30102,56,2006
3029,36,2006
3129,80,2006
3274,69,2006
3651,55,2006
3858,48,2006
3951,52,2006
3955,73,2006
4176,79,2006
4204,51,2006
4883,39,2006
5161,49,2006
6068,61,2006
6804,64,2006
7400,36,2006
7635,34,2006
7876,82,2006
8561,48,2006
9033,61,2006
9136,60,2006
9313,80,2006
9493,50,2006
10055,50,2006
11034,40,2006
12120,85,2006
12424,28,2006
13088,54,2006
13597,76,2006
13629,55,2006
13725,54,2006
14420,63,2006
14845,36,2006
15133,55,2006
15224,50,2006
15361,67,2006
16548,31,2006
16655,81,2006
16930,31,2006
17108,65,2006
17296,50,2006
17614,55,2006
17737,62,2006
18092,74,2006
18340,52,2006
18476,67,2006
18833,64,2006
19035,66,2006
19416,80,2006
20046,67,2006
20455,87,2006
21389,9,2006
21904,66,2006
22042,36,2006
22559,30,2006
22802,63,2006
23353,43,2006
23732,51,2006
26413,74,2006
26828,74,2006
26843,65,2006
28406,40,2006
29948,73,2006
30346,50,2006
30621,81,2006
31047,66,2006
31401,53,2006
31428,72,2006
31565,82,2006
19150,2,2006
19689,67,2006
22871,21,2006
23102,80,2006
3257,81,2006
3372,23,2006
3787,35,2006
4206,76,2006
7745,82,2006
11789,55,2006
12760,37,2006
14793,77,2006
15149,45,2006
16083,54,2006
20218,53,2006
22160,77,2006
24768,54,2006
24783,86,2006
25440,55,2006
25798,75,2006
26958,81,2006
27178,71,2006
32240,86,2006
32652,64,2006
3060,68,2006
3324,49,2006
3547,37,2006
3675,36,2006
3798,10,2006
4144,13,2006
5169,76,2006
5543,54,2006
5729,42,2006
5935,69,2006
7149,41,2006
7168,29,2006
7362,84,2006
7585,59,2006
8596,70,2006
8822,48,2006
9017,69,2006
9158,53,2006
9296,52,2006
10325,44,2006
10782,73,2006
10799,80,2006
11713,69,2006
12219,67,2006
12453,46,2006
12605,60,2006
12843,73,2006
13143,22,2006
13521,81,2006
13935,72,2006
14242,83,2006
14666,87,2006
14737,58,2006
14920,87,2006
15114,68,2006
15279,82,2006
15339,21,2006
15597,36,2006
15721,33,2006
15745,87,2006
17410,60,2006
17520,58,2006
18121,73,2006
18129,2,2006
18276,72,2006
18519,44,2006
18834,64,2006
19276,58,2006
20252,75,2006
20326,32,2006
20588,82,2006
20725,47,2006
21335,53,2006
21633,30,2006
21668,48,2006
22069,69,2006
22576,41,2006
22599,55,2006
22667,61,2006
23032,85,2006
23422,35,2006
24321,82,2006
25147,30,2006
26502,64,2006
26751,71,2006
28103,70,2006
28202,72,2006
28398,28,2006
29049,35,2006
29778,84,2006
30586,52,2006
31514,68,2006
31884,10,2006
32776,54,2006
32935,9,2006
32954,74,2006
28998,64,2006
3940,56,2006
5070,72,2006
7269,2,2006
7410,2,2006
10269,75,2006
17330,55,2006
17854,56,2006
18479,67,2006
19583,77,2006
20656,69,2006
22695,78,2006
24827,82,2006
27018,45,2006
28184,23,2006
31867,37,2006
3957,48,2006
4063,81,2006
4072,82,2006
6022,75,2006
6261,77,2006
7408,63,2006
7518,47,2006
7560,66,2006
8001,81,2006
8049,50,2006
8138,81,2006
9386,62,2006
9659,39,2006
9668,43,2006
9737,55,2006
9797,64,2006
10116,63,2006
10320,66,2006
11688,82,2006
12209,6,2006
12613,32,2006
12644,65,2006
14085,7,2006
14354,60,2006
14427,42,2006
14892,74,2006
16129,87,2006
16205,52,2006
16962,69,2006
17209,64,2006
17799,59,2006
18648,6,2006
19482,14,2006
19872,76,2006
20159,79,2006
20711,32,2006
20899,75,2006
20938,19,2006
21809,5,2006
22019,40,2006
22284,40,2006
22295,65,2006
23059,57,2006
23324,75,2006
23367,67,2006
23627,37,2006
23823,14,2006
24454,49,2006
24470,53,2006
24572,66,2006
25618,60,2006
25849,62,2006
26335,80,2006
27076,4,2006
28058,53,2006
28867,37,2006
28918,68,2006
28960,34,2006
28987,46,2006
29096,43,2006
29422,34,2006
29575,11,2006
30138,51,2006
30236,75,2006
30815,45,2006
31560,66,2006
31663,12,2006
15061,78,2006
17766,75,2006
19880,18,2006
21946,53,2006
22176,52,2006
27247,82,2006
29207,73,2006
29942,45,2006
31238,56,2006
3006,68,2006
3247,70,2006
4381,56,2006
4622,33,2006
4952,31,2006
5936,68,2006
7144,62,2006
7471,46,2006
9113,63,2006
9574,6,2006
12899,62,2006
12950,27,2006
13149,77,2006
13362,82,2006
13431,80,2006
13928,78,2006
14445,73,2006
15013,57,2006
15355,64,2006
15589,55,2006
16008,75,2006
18980,13,2006
19865,60,2006
20104,72,2006
21329,35,2006
22248,76,2006
22341,85,2006
22854,77,2006
24906,63,2006
25510,67,2006
25801,40,2006
28783,12,2006
30001,65,2006
31433,85,2006
31506,78,2006
32998,75,2006
3216,63,2006
20584,66,2006
23081,17,2006
7345,72,2006
7794,75,2006
9548,9,2006
11999,68,2006
17000,80,2006
21826,54,2006
22942,86,2006
29890,64,2006
4055,78,2006
4659,60,2006
5494,51,2006
5574,40,2006
7446,74,2006
8357,65,2006
8419,53,2006
9781,81,2006
10696,41,2006
11426,82,2006
12952,47,2006
13727,55,2006
14379,75,2006
14709,62,2006
15594,26,2006
15735,53,2006
16198,51,2006
19200,60,2006
21027,56,2006
21107,81,2006
22663,54,2006
23203,18,2006
23927,81,2006
26433,56,2006
26458,85,2006
26881,53,2006
28484,45,2006
28658,87,2006
29166,22,2006
29441,49,2006
30909,69,2006
31361,53,2006
9090,52,2006
13151,81,2006
16164,33,2006
22308,57,2006
24417,73,2006
24778,39,2006
27639,28,2006
28443,21,2006
4364,3,2006
4511,57,2006
4677,77,2006
4723,79,2006
7338,32,2006
7451,31,2006
8474,75,2006
8888,77,2006
11372,29,2006
11644,24,2006
11735,86,2006
12361,86,2006
14048,61,2006
14349,52,2006
15821,54,2006
16192,67,2006
16854,73,2006
17076,43,2006
18853,55,2006
19422,53,2006
19501,47,2006
22590,71,2006
23288,48,2006
23821,36,2006
24464,79,2006
25398,87,2006
26120,37,2006
26472,66,2006
27027,30,2006
28560,17,2006
29402,39,2006
30900,63,2006
30923,53,2006
32726,44,2006
20895,28,2006
28604,74,2006
4187,82,2006
4886,71,2006
5250,36,2006
7196,74,2006
8059,86,2006
9541,38,2006
10973,78,2006
15131,35,2006
17217,39,2006
18729,22,2006
21883,12,2006
25910,9,2006
28486,6,2006
28984,63,2006
29033,62,2006
30329,51,2006
31161,23,2006
3046,71,2006
4227,22,2006
5093,61,2006
7322,82,2006
7357,21,2006
8021,79,2006
8446,60,2006
8861,85,2006
9839,28,2006
10101,70,2006
11407,68,2006
11527,85,2006
12506,54,2006
12597,71,2006
12677,75,2006
13350,22,2006
14060,65,2006
14468,70,2006
14580,84,2006
14994,86,2006
16580,44,2006
16582,47,2006
17372,36,2006
17592,49,2006
17708,73,2006
17824,84,2006
18538,67,2006
18657,86,2006
19209,29,2006
19536,87,2006
19556,84,2006
20229,16,2006
20357,68,2006
21356,53,2006
21611,58,2006
22853,68,2006
25223,69,2006
27137,39,2006
27516,60,2006
27545,55,2006
28045,15,2006
29181,42,2006
29900,79,2006
30085,36,2006
30154,54,2006
30244,78,2006
30335,59,2006
31240,87,2006
31468,66,2006
31649,44,2006
32027,71,2006
32598,80,2006
20099,9,2006
12331,70,2006
17165,80,2006
19520,50,2006
23256,26,2006
26068,24,2006
27825,31,2006
29210,44,2006
29718,87,2006
31354,39,2006
3554,17,2006
4716,84,2006
5347,76,2006
6255,50,2006
7011,85,2006
8801,20,2006
10421,64,2006
10825,72,2006
12148,35,2006
12612,9,2006
12836,53,2006
13695,44,2006
15252,49,2006
15527,51,2006
15785,82,2006
16460,9,2006
17163,71,2006
17227,29,2006
17896,62,2006
18973,65,2006
19252,52,2006
19333,20,2006
20246,82,2006
20487,34,2006
20987,17,2006
21122,48,2006
22028,56,2006
22056,75,2006
22699,76,2006
23940,76,2006
25667,70,2006
26239,38,2006
28836,75,2006
28858,48,2006
29740,43,2006
30546,33,2006
30562,81,2006
31359,37,2006
31385,18,2006
31719,57,2006
31757,81,2006
31956,72,2006
4546,18,2006
7150,64,2006
12828,79,2006
15540,63,2006
18410,69,2006
25215,53,2006
27110,19,2006
29577,2,2006
3114,67,2006
3130,43,2006
3461,83,2006
4799,55,2006
4961,29,2006
5624,86,2006
7619,67,2006
9205,80,2006
12090,58,2006
13157,40,2006
13162,61,2006
13609,40,2006
13819,51,2006
14144,87,2006
14220,62,2006
15474,86,2006
15925,29,2006
16002,61,2006
16027,85,2006
16367,52,2006
17975,82,2006
18434,81,2006
18824,41,2006
20955,59,2006
22196,77,2006
22406,77,2006
25014,83,2006
25120,56,2006
25122,33,2006
25247,77,2006
25693,32,2006
26504,70,2006
26706,49,2006
27062,55,2006
28018,78,2006
28209,62,2006
28329,61,2006
28561,35,2006
29712,74,2006
29963,38,2006
30440,30,2006
32126,14,2006
32238,85,2006
32276,80,2006
2219999,26,2006
46338,71,2006
127694,73,2006
2219345,66,2006
46231,82,2006
49074,55,2006
47375,57,2006
125807,52,2006
48683,79,2006
2215443,17,2006
48767,42,2006
2220057,37,2006
48666,48,2006
2219412,70,2006
46053,76,2006
46958,85,2006
2220684,39,2006
46427,56,2006
46745,25,2006
46103,12,2006
48688,40,2006
2217779,72,2006
2216132,39,2006
2215521,84,2006
2216216,15,2006
47784,80,2006
2217060,40,2006
2217059,87,2006
124277,58,2006
47179,47,2006
46263,35,2006
49636,76,2006
2217512,74,2006
2219226,71,2006
47066,42,2006
47763,44,2006
2217200,65,2006
2218273,53,2006
2219277,60,2006
47541,55,2006
47597,78,2006
2218557,2,2006
2216912,63,2006
115709,75,2006
2219613,64,2006
2218279,40,2006
2218925,77,2006
2220776,80,2006
135633,43,2006
48537,55,2006
2220314,61,2006
2220183,56,2006
2216004,62,2006
142433,22,2006
2220414,66,2006
49016,58,2006
49099,76,2006
134511,77,2006
48225,67,2006
45914,86,2006
48272,84,2006
49273,33,2006
2217394,85,2006
2216130,63,2006
2216459,53,2006
2219685,56,2006
2218050,22,2006
115318,65,2006
2215783,86,2006
2218946,73,2006
47614,50,2006
139526,21,2006
2219161,83,2006
48410,40,2006
45541,10,2006
143453,7,2006
48567,82,2006
2215814,63,2006
134613,45,2006
46940,59,2006
49526,64,2006
114162,82,2006
2219102,48,2006
142382,63,2006
48650,62,2006
2215658,70,2006
2216997,32,2006
2219123,70,2006
2218469,54,2006
46600,52,2006
2216889,38,2006
2215612,33,2006
2217042,73,2006
2217961,82,2006
125314,54,2006
2218201,54,2006
2218036,36,2006
49401,56,2006
2219584,75,2006
47280,84,2006
48318,67,2006
137962,45,2006
133253,54,2006
2220143,78,2006
46678,39,2006
2217230,19,2006
48882,78,2006
2216792,67,2006
140665,45,2006
2217978,77,2006
132556,58,2006
46335,51,2006
46986,61,2006
48601,84,2006
115301,58,2006
49494,8,2006
47821,23,2006
140886,53,2006
143589,35,2006
45802,84,2006
2218768,72,2006
2220513,64,2006
2216384,50,2006
2219737,53,2006
130244,56,2006
2216801,39,2006
2216457,66,2006
48789,24,2006
2218116,70,2006
2220715,61,2006
2215677,75,2006
2218275,47,2006
116406,54,2006
2219279,74,2006
120384,32,2006
2217503,85,2006
137894,73,2006
46885,53,2006
2219250,64,2006
2215739,25,2006
2220380,66,2006
2220638,33,2006
46351,55,2006
2216271,50,2006
2217773,87,2006
47990,24,2006
2220523,43,2006
48899,64,2006
2217911,43,2006
2219717,76,2006
144813,51,2006
47702,69,2006
45412,50,2006
48011,69,2006
2219411,78,2006
143538,29,2006
46948,39,2006
121557,59,2006
2217297,1,2006
128884,76,2006
2220494,29,2006
48793,87,2006
134120,52,2006
2220342,58,2006
144388,40,2006
46901,78,2006
47488,81,2006
2216345,31,2006
2216186,63,2006
2218436,41,2006
2219062,45,2006
2218098,48,2006
2215836,26,2006
2219525,35,2006
2215389,84,2006
45399,70,2006
45538,77,2006
45832,44,2006
2217881,86,2006
49357,36,2006
2220358,64,2006
47630,44,2006
115403,56,2006
2219964,24,2006
2219637,50,2006
46709,74,2006
2217098,19,2006
48732,56,2006
2217665,47,2006
2218162,76,2006
2215557,49,2006
2217994,34,2006
48110,38,2006
47188,60,2006
2220234,63,2006
2216217,86,2006
119551,68,2006
49140,67,2006
119347,67,2006
2217696,84,2006
141124,22,2006
46696,42,2006
45863,34,2006
46814,60,2006
2216472,87,2006
2216818,7,2006
114213,55,2006
2215964,67,2006
46210,50,2006
2217710,12,2006
142705,64,2006
2215689,55,2006
141260,49,2006
2215761,66,2006
142365,73,2006
46102,77,2006
49252,76,2006
2218552,78,2006
2215885,55,2006
2219723,61,2006
47315,83,2006
47515,57,2006
2217907,66,2006
2219695,31,2006
127252,83,2006
122696,56,2006
2218971,44,2006
2217272,58,2006
2218048,54,2006
2218530,25,2006
140036,20,2006
144490,38,2006
138506,81,2006
48873,19,2006
2217712,77,2006
2220434,77,2006
123767,62,2006
46315,43,2006
2219596,5,2006
2219052,63,2006
48937,59,2006
136704,78,2006
2216856,87,2006
116355,72,2006
2219564,73,2006
49370,66,2006
48259,83,2006
2218007,72,2006
130601,43,2006
2218567,82,2006
2216060,77,2006
45689,65,2006
49599,49,2006
138761,78,2006
45400,63,2006
48781,61,2006
2217263,62,2006
49625,58,2006
46685,53,2006
2216656,42,2006
137622,58,2006
47444,64,2006
46344,65,2006
2217899,66,2006
46923,65,2006
2217540,79,2006
2218117,23,2006
2218691,50,2006
2216868,80,2006
2220444,80,2006
47874,65,2006
49189,49,2006
117562,48,2006
48499,42,2006
137707,84,2006
48679,65,2006
45850,77,2006
2218338,15,2006
121098,76,2006
2217107,62,2006
2216496,76,2006
133627,85,2006
2218777,48,2006
2219911,82,2006
48073,40,2006
47663,48,2006
2217486,79,2006
2216645,80,2006
2218730,45,2006
2217390,57,2006
2219989,25,2006
2219446,82,2006
2217532,14,2006
125178,76,2006
2216421,71,2006
2217602,73,2006
49291,54,2006
49559,53,2006
2216674,65,2006
2218664,74,2006
49021,69,2006
2217767,29,2006
2220525,44,2006
49543,4,2006
2218252,87,2006
2218081,67,2006
2220127,20,2006
119976,71,2006
46296,69,2006
49445,33,2006
45585,81,2006
46054,56,2006
136534,84,2006
49071,78,2006
118412,79,2006
45525,1,2006
49577,79,2006
48374,12,2006
2216431,76,2006
47144,45,2006
47459,33,2006
2217745,65,2006
2216716,54,2006
140308,28,2006
49161,39,2006
127320,44,2006
2220349,77,2006
46283,64,2006
48692,83,2006
2220471,59,2006
2216527,7,2006
141498,24,2006
2218046,58,2006
2220200,53,2006
132199,87,2006
48947,56,2006
47413,31,2006
144099,47,2006
125008,28,2006
2216758,70,2006
2216590,22,2006
2220292,46,2006
2215916,59,2006
2220696,30,2006
2219781,78,2006
131825,56,2006
46561,56,2006
2220177,86,2006
2217667,60,2006
45970,77,2006
46865,59,2006
119500,76,2006
2216780,69,2006
2216526,54,2006
2219080,51,2006
2220553,82,2006
48756,73,2006
47468,65,2006
133321,78,2006
2216251,24,2006
2220635,53,2006
48898,40,2006
127456,55,2006
115658,65,2006
2218540,83,2006
2217805,25,2006
137078,44,2006
48946,86,2006
45851,43,2006
2217105,72,2006
2219415,45,2006
49380,49,2006
46962,42,2006
2218173,49,2006
2220153,37,2006
46012,75,2006
120112,33,2006
2216312,49,2006
2219357,35,2006
2218873,47,2006
140563,74,2006
45489,52,2006
2218997,44,2006
144558,59,2006
2219622,75,2006
2218924,63,2006
2217326,41,2006
48068,59,2006
2220243,71,2006
2220769,7,2006
46547,15,2006
115539,72,2006
2217372,86,2006
